file,year,survey_type,agency_scope,question_id,main_question,question_texts,survey_variable_names,data_file_variable_names,variable_formats,values,value_labels,domain,weight_priority,matched_keywords
2023_AM_State_data.xlsx,2023,AM,State,34,"Is your agency developing, testing, or deploying any connected vehicle applications for use on arterials, including in-vehicles (i.e., using an onboard unit (OBU), Human Machine Interface (HMI), or similar) or among pedestrians or cyclists (i.e., using a handheld device)? Asked if Q28=1","Is your agency developing, testing, or deploying any connected vehicle applications for use on arterials, including in-vehicles (i.e., using an onboard unit (OBU), Human Machine Interface (HMI), or similar) or among pedestrians or cyclists (i.e., using a handheld device)? Asked if Q28=1",AQ34,,Multiple Choice,"1,2,3,-9999,-8888",1=Yes;2=No;3=Don't know;-9999=No response provided;-8888=Skip logic,"Connected, Automated, and Emerging Vehicle Technology",Medium,connected vehicle; obu; human machine interface; hmi
2023_AM_State_data.xlsx,2023,AM,State,35,"Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1","Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1 || Curve Speed Warning (CSW) || Pedestrian in Signalized Crosswalk Warning || Red Light Violation Warning (RLVW) || Reduced Speed/Work Zone Warning (RSWZ) || Blind Spot/Lane Change Warning (BSW/LCW) || Emergency Electronic Brake Lights (EEBL) || Forward Collision Warning (FCW) || Intersection Movement Assist (IMA) || Vehicle Turning Right in Front of Bus Warning (VTRFBW) || Emergency Vehicle Preemption (PREEMPT) || Freight Signal Priority || Integrated Dynamic Transit Operations (IDTO) (e.g., Connection Protection (T-CONNECT), Dynamic Transit Operations (T-DISP), and Dynamic Ridesharing (D-RIDE)) || Intelligent Traffic Signal System (I-SIG) || Queue Warning (Q-WARN) || Transit Signal Priority || Dynamic Eco Routing || Eco-Approach and Departure at Signalized Intersections || Agency Data Applications (e.g., probe data collection, CV-enabled data collection etc.) || Road Weather Warnings (e.g., Motorist Advisories and Warnings (MAW); Enhanced Maintenance Decision Support System (MDSS)) || Please specify any other CV applications: _____________",AQ35_01 || AQ35_02 || AQ35_03 || AQ35_04 || AQ35_05 || AQ35_06 || AQ35_07 || AQ35_08 || AQ35_09 || AQ35_10 || AQ35_11 || AQ35_12 || AQ35_13 || AQ35_14 || AQ35_15 || AQ35_16 || AQ35_17 || AQ35_18 || AQ35_19 || AQ35_20 || AQ35_20TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Signal Management and Intersection Control,High,traffic signal; preemption; signal priority
2023_AM_State_data.xlsx,2023,AM,State,35,"Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1","Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1 || Curve Speed Warning (CSW) || Pedestrian in Signalized Crosswalk Warning || Red Light Violation Warning (RLVW) || Reduced Speed/Work Zone Warning (RSWZ) || Blind Spot/Lane Change Warning (BSW/LCW) || Emergency Electronic Brake Lights (EEBL) || Forward Collision Warning (FCW) || Intersection Movement Assist (IMA) || Vehicle Turning Right in Front of Bus Warning (VTRFBW) || Emergency Vehicle Preemption (PREEMPT) || Freight Signal Priority || Integrated Dynamic Transit Operations (IDTO) (e.g., Connection Protection (T-CONNECT), Dynamic Transit Operations (T-DISP), and Dynamic Ridesharing (D-RIDE)) || Intelligent Traffic Signal System (I-SIG) || Queue Warning (Q-WARN) || Transit Signal Priority || Dynamic Eco Routing || Eco-Approach and Departure at Signalized Intersections || Agency Data Applications (e.g., probe data collection, CV-enabled data collection etc.) || Road Weather Warnings (e.g., Motorist Advisories and Warnings (MAW); Enhanced Maintenance Decision Support System (MDSS)) || Please specify any other CV applications: _____________",AQ35_01 || AQ35_02 || AQ35_03 || AQ35_04 || AQ35_05 || AQ35_06 || AQ35_07 || AQ35_08 || AQ35_09 || AQ35_10 || AQ35_11 || AQ35_12 || AQ35_13 || AQ35_14 || AQ35_15 || AQ35_16 || AQ35_17 || AQ35_18 || AQ35_19 || AQ35_20 || AQ35_20TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Traffic Monitoring and Data Collection,High,data collection; probe data
2023_AM_State_data.xlsx,2023,AM,State,35,"Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1","Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1 || Curve Speed Warning (CSW) || Pedestrian in Signalized Crosswalk Warning || Red Light Violation Warning (RLVW) || Reduced Speed/Work Zone Warning (RSWZ) || Blind Spot/Lane Change Warning (BSW/LCW) || Emergency Electronic Brake Lights (EEBL) || Forward Collision Warning (FCW) || Intersection Movement Assist (IMA) || Vehicle Turning Right in Front of Bus Warning (VTRFBW) || Emergency Vehicle Preemption (PREEMPT) || Freight Signal Priority || Integrated Dynamic Transit Operations (IDTO) (e.g., Connection Protection (T-CONNECT), Dynamic Transit Operations (T-DISP), and Dynamic Ridesharing (D-RIDE)) || Intelligent Traffic Signal System (I-SIG) || Queue Warning (Q-WARN) || Transit Signal Priority || Dynamic Eco Routing || Eco-Approach and Departure at Signalized Intersections || Agency Data Applications (e.g., probe data collection, CV-enabled data collection etc.) || Road Weather Warnings (e.g., Motorist Advisories and Warnings (MAW); Enhanced Maintenance Decision Support System (MDSS)) || Please specify any other CV applications: _____________",AQ35_01 || AQ35_02 || AQ35_03 || AQ35_04 || AQ35_05 || AQ35_06 || AQ35_07 || AQ35_08 || AQ35_09 || AQ35_10 || AQ35_11 || AQ35_12 || AQ35_13 || AQ35_14 || AQ35_15 || AQ35_16 || AQ35_17 || AQ35_18 || AQ35_19 || AQ35_20 || AQ35_20TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Vulnerable Road User Safety Applications,High,pedestrian; crosswalk
2023_AM_State_data.xlsx,2023,AM,State,35,"Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1","Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1 || Curve Speed Warning (CSW) || Pedestrian in Signalized Crosswalk Warning || Red Light Violation Warning (RLVW) || Reduced Speed/Work Zone Warning (RSWZ) || Blind Spot/Lane Change Warning (BSW/LCW) || Emergency Electronic Brake Lights (EEBL) || Forward Collision Warning (FCW) || Intersection Movement Assist (IMA) || Vehicle Turning Right in Front of Bus Warning (VTRFBW) || Emergency Vehicle Preemption (PREEMPT) || Freight Signal Priority || Integrated Dynamic Transit Operations (IDTO) (e.g., Connection Protection (T-CONNECT), Dynamic Transit Operations (T-DISP), and Dynamic Ridesharing (D-RIDE)) || Intelligent Traffic Signal System (I-SIG) || Queue Warning (Q-WARN) || Transit Signal Priority || Dynamic Eco Routing || Eco-Approach and Departure at Signalized Intersections || Agency Data Applications (e.g., probe data collection, CV-enabled data collection etc.) || Road Weather Warnings (e.g., Motorist Advisories and Warnings (MAW); Enhanced Maintenance Decision Support System (MDSS)) || Please specify any other CV applications: _____________",AQ35_01 || AQ35_02 || AQ35_03 || AQ35_04 || AQ35_05 || AQ35_06 || AQ35_07 || AQ35_08 || AQ35_09 || AQ35_10 || AQ35_11 || AQ35_12 || AQ35_13 || AQ35_14 || AQ35_15 || AQ35_16 || AQ35_17 || AQ35_18 || AQ35_19 || AQ35_20 || AQ35_20TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Safety Enforcement and Incident Response,High,red light; emergency vehicle
2023_AM_State_data.xlsx,2023,AM,State,35,"Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1","Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1 || Curve Speed Warning (CSW) || Pedestrian in Signalized Crosswalk Warning || Red Light Violation Warning (RLVW) || Reduced Speed/Work Zone Warning (RSWZ) || Blind Spot/Lane Change Warning (BSW/LCW) || Emergency Electronic Brake Lights (EEBL) || Forward Collision Warning (FCW) || Intersection Movement Assist (IMA) || Vehicle Turning Right in Front of Bus Warning (VTRFBW) || Emergency Vehicle Preemption (PREEMPT) || Freight Signal Priority || Integrated Dynamic Transit Operations (IDTO) (e.g., Connection Protection (T-CONNECT), Dynamic Transit Operations (T-DISP), and Dynamic Ridesharing (D-RIDE)) || Intelligent Traffic Signal System (I-SIG) || Queue Warning (Q-WARN) || Transit Signal Priority || Dynamic Eco Routing || Eco-Approach and Departure at Signalized Intersections || Agency Data Applications (e.g., probe data collection, CV-enabled data collection etc.) || Road Weather Warnings (e.g., Motorist Advisories and Warnings (MAW); Enhanced Maintenance Decision Support System (MDSS)) || Please specify any other CV applications: _____________",AQ35_01 || AQ35_02 || AQ35_03 || AQ35_04 || AQ35_05 || AQ35_06 || AQ35_07 || AQ35_08 || AQ35_09 || AQ35_10 || AQ35_11 || AQ35_12 || AQ35_13 || AQ35_14 || AQ35_15 || AQ35_16 || AQ35_17 || AQ35_18 || AQ35_19 || AQ35_20 || AQ35_20TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Work Zone ITS and Queue Warning,Medium,work zone; queue warning
2023_AM_State_data.xlsx,2023,AM,State,35,"Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1","Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1 || Curve Speed Warning (CSW) || Pedestrian in Signalized Crosswalk Warning || Red Light Violation Warning (RLVW) || Reduced Speed/Work Zone Warning (RSWZ) || Blind Spot/Lane Change Warning (BSW/LCW) || Emergency Electronic Brake Lights (EEBL) || Forward Collision Warning (FCW) || Intersection Movement Assist (IMA) || Vehicle Turning Right in Front of Bus Warning (VTRFBW) || Emergency Vehicle Preemption (PREEMPT) || Freight Signal Priority || Integrated Dynamic Transit Operations (IDTO) (e.g., Connection Protection (T-CONNECT), Dynamic Transit Operations (T-DISP), and Dynamic Ridesharing (D-RIDE)) || Intelligent Traffic Signal System (I-SIG) || Queue Warning (Q-WARN) || Transit Signal Priority || Dynamic Eco Routing || Eco-Approach and Departure at Signalized Intersections || Agency Data Applications (e.g., probe data collection, CV-enabled data collection etc.) || Road Weather Warnings (e.g., Motorist Advisories and Warnings (MAW); Enhanced Maintenance Decision Support System (MDSS)) || Please specify any other CV applications: _____________",AQ35_01 || AQ35_02 || AQ35_03 || AQ35_04 || AQ35_05 || AQ35_06 || AQ35_07 || AQ35_08 || AQ35_09 || AQ35_10 || AQ35_11 || AQ35_12 || AQ35_13 || AQ35_14 || AQ35_15 || AQ35_16 || AQ35_17 || AQ35_18 || AQ35_19 || AQ35_20 || AQ35_20TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Transit and Fleet ITS Technology,Medium,transit signal priority
2023_AM_State_data.xlsx,2023,AM,State,35,"Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1","Which connected vehicle (CV) applications is your agency developing, testing, or deploying on arterials? Asked if Q34=1 || Curve Speed Warning (CSW) || Pedestrian in Signalized Crosswalk Warning || Red Light Violation Warning (RLVW) || Reduced Speed/Work Zone Warning (RSWZ) || Blind Spot/Lane Change Warning (BSW/LCW) || Emergency Electronic Brake Lights (EEBL) || Forward Collision Warning (FCW) || Intersection Movement Assist (IMA) || Vehicle Turning Right in Front of Bus Warning (VTRFBW) || Emergency Vehicle Preemption (PREEMPT) || Freight Signal Priority || Integrated Dynamic Transit Operations (IDTO) (e.g., Connection Protection (T-CONNECT), Dynamic Transit Operations (T-DISP), and Dynamic Ridesharing (D-RIDE)) || Intelligent Traffic Signal System (I-SIG) || Queue Warning (Q-WARN) || Transit Signal Priority || Dynamic Eco Routing || Eco-Approach and Departure at Signalized Intersections || Agency Data Applications (e.g., probe data collection, CV-enabled data collection etc.) || Road Weather Warnings (e.g., Motorist Advisories and Warnings (MAW); Enhanced Maintenance Decision Support System (MDSS)) || Please specify any other CV applications: _____________",AQ35_01 || AQ35_02 || AQ35_03 || AQ35_04 || AQ35_05 || AQ35_06 || AQ35_07 || AQ35_08 || AQ35_09 || AQ35_10 || AQ35_11 || AQ35_12 || AQ35_13 || AQ35_14 || AQ35_15 || AQ35_16 || AQ35_17 || AQ35_18 || AQ35_19 || AQ35_20 || AQ35_20TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,"Connected, Automated, and Emerging Vehicle Technology",Medium,connected vehicle
2023_AM_State_data.xlsx,2023,AM,State,36,Has your agency participated in any automated vehicle (AV) tests or deployments on arterials in the last five years?,"Has your agency participated in any automated vehicle (AV) tests or deployments on arterials in the last five years? || Yes, my agency is leading or has led AV testing/deployment (i.e., completed or in progress) || Yes, my agency is supporting or has supported the planning or execution of AV testing/deployment || No, my agency is not participating in any AV testing/deployment || Don't know",AQ36_01 || AQ36_02 || AQ36_03 || AQ36_04,,Boolean,"0,1,-9999",0=No;1=Yes;-9999=No response provided,"Connected, Automated, and Emerging Vehicle Technology",Medium,av testing
2023_AM_State_data.xlsx,2023,AM,State,39a,Which entity(ies) are/were leading the automated vehicle testing or deployment on arterials? Asked if ONLY Q36_02=1,"Which entity(ies) are/were leading the automated vehicle testing or deployment on arterials? Asked if ONLY Q36_02=1 || Automakers or Original Equipment Manufacturers (OEMs), including Transit Vehicle Manufacturers || Advanced Driver Assistance Systems (ADAS) Developers (or Driver Support Features Developers) || Automated Driving Systems (ADS) Developers || Transportation Network Companies (TNCs) (e.g., Uber or Lyft) || State agencies || Metropolitan Planning Organizations (MPOs) || Universities || Transit agencies || Other local agencies || Private sector consultants (please specify): __________ || Other (please specify): _________ || Don’t know [EXCLUSIVE]",AQ39a_01 || AQ39a_02 || AQ39a_03 || AQ39a_04 || AQ39a_05 || AQ39a_06 || AQ39a_07 || AQ39a_08 || AQ39a_09 || AQ39a_10 || AQ39a_11 || AQ39a_12 || AQ39a_10TXT || AQ39a_11TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,"Connected, Automated, and Emerging Vehicle Technology",Medium,automated driving
2023_AM_State_data.xlsx,2023,AM,State,39b,"For the automated vehicle testing or deployment on arterials that your agency is/was leading, what other entity(ies) are/were you partnering with? Asked if Q36_01=1","For the automated vehicle testing or deployment on arterials that your agency is/was leading, what other entity(ies) are/were you partnering with? Asked if Q36_01=1 || Automakers or Original Equipment Manufacturers (OEMs), including Transit Vehicle Manufacturers || Advanced Driver Assistance Systems (ADAS) Developers (or Driver Support Features Developers) || Automated Driving Systems (ADS) Developers || Transportation Network Companies (TNCs) (e.g., Uber or Lyft) || State agencies || Metropolitan Planning Organizations (MPOs) || Universities || Transit agencies || Other local agencies || Private sector consultants (please specify): __________ || Other (please specify): _________ || Don’t know [EXCLUSIVE]",AQ39b_01 || AQ39b_02 || AQ39b_03 || AQ39b_04 || AQ39b_05 || AQ39b_06 || AQ39b_07 || AQ39b_08 || AQ39b_09 || AQ39b_10 || AQ39b_11 || AQ39b_12 || AQ39b_10TXT || AQ39b_11TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,"Connected, Automated, and Emerging Vehicle Technology",Medium,automated driving
2023_AM_State_data.xlsx,2023,AM,State,42,What type of telecommunications technologies does your agency use to enable Intelligent Transportation Systems (ITS) on arterial roadways?,What type of telecommunications technologies does your agency use to enable Intelligent Transportation Systems (ITS) on arterial roadways? || Coaxial || Fiber optic cable || Twisted copper pair/Twisted wire pair || Digital subscriber line (DSL) || Data cable over modem || 5G New Radio and Small cell infrastructure || Cellular (LTE-4G) || Cellular (GPRS – 2G or 3G) || LTE-Cellular V2X (LTE-CV2X) || Dedicated short range communications (DSRC) || Wi-Fi || Mobile or Fixed service satellite (FSS) || Ultra wideband (UWB) || Microwave || Other telecommunications (wired and/or wireless) (please specify): _____________ || Don’t know [EXCLUSIVE] || No telecommunications used to enable ITS on arterials [EXCLUSIVE] || No ITS infrastructure or devices are deployed [EXCLUSIVE],AQ42_01 || AQ42_02 || AQ42_03 || AQ42_04 || AQ42_05 || AQ42_06 || AQ42_07 || AQ42_08 || AQ42_09 || AQ42_10 || AQ42_11 || AQ42_12 || AQ42_13 || AQ42_14 || AQ42_15 || AQ42_16 || AQ42_17 || AQ42_18 || AQ42_15TXT,,Boolean || Text,"0,1,-9999","0=No;1=Yes,-9999=No response provided",Traffic Monitoring and Data Collection,High,microwave
2023_AM_State_data.xlsx,2023,AM,State,42,What type of telecommunications technologies does your agency use to enable Intelligent Transportation Systems (ITS) on arterial roadways?,What type of telecommunications technologies does your agency use to enable Intelligent Transportation Systems (ITS) on arterial roadways? || Coaxial || Fiber optic cable || Twisted copper pair/Twisted wire pair || Digital subscriber line (DSL) || Data cable over modem || 5G New Radio and Small cell infrastructure || Cellular (LTE-4G) || Cellular (GPRS – 2G or 3G) || LTE-Cellular V2X (LTE-CV2X) || Dedicated short range communications (DSRC) || Wi-Fi || Mobile or Fixed service satellite (FSS) || Ultra wideband (UWB) || Microwave || Other telecommunications (wired and/or wireless) (please specify): _____________ || Don’t know [EXCLUSIVE] || No telecommunications used to enable ITS on arterials [EXCLUSIVE] || No ITS infrastructure or devices are deployed [EXCLUSIVE],AQ42_01 || AQ42_02 || AQ42_03 || AQ42_04 || AQ42_05 || AQ42_06 || AQ42_07 || AQ42_08 || AQ42_09 || AQ42_10 || AQ42_11 || AQ42_12 || AQ42_13 || AQ42_14 || AQ42_15 || AQ42_16 || AQ42_17 || AQ42_18 || AQ42_15TXT,,Boolean || Text,"0,1,-9999","0=No;1=Yes,-9999=No response provided","Connected, Automated, and Emerging Vehicle Technology",Medium,v2x; dsrc; 5g
2023_AM_State_data.xlsx,2023,AM,State,43,Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Twisted copper pair/Twisted wire pair Asked if Q42_03=1,Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Twisted copper pair/Twisted wire pair Asked if Q42_03=1 || Commercial Vehicle Operations || Data Management || Maintenance and Construction || Parking Management || Public Safety || Public Transportation || Support || Sustainable Travel || Traffic Management || Traveler Information || Vehicle Safety || Weather || Other (please specify): _____________________ || Don’t know [EXCLUSIVE] || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Digital subscriber line (DSL) Asked if Q42_04=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Data cable over modem Asked if Q42_05=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. 5G New Radio and Small cell infrastructure Asked if Q42_06=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Cellular (LTE-4G) Asked if Q42_07=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Cellular (GPRS – 2G or 3G) Asked if Q42_08=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. LTE-Cellular V2X (LTE-CV2X) Asked if Q42_09=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Dedicated short range communications (DSRC) Asked if Q42_10=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Wi-Fi Asked if Q42_11=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Ultra-wideband (UWB) Asked if Q42_13=1,AQ43_TCP_01 || AQ43_TCP_02 || AQ43_TCP_03 || AQ43_TCP_04 || AQ43_TCP_05 || AQ43_TCP_06 || AQ43_TCP_07 || AQ43_TCP_08 || AQ43_TCP_09 || AQ43_TCP_10 || AQ43_TCP_11 || AQ43_TCP_12 || AQ43_TCP_13 || AQ43_TCP_14 || AQ43_TCP_13TXT || AQ43_DSL_01 || AQ43_DSL_02 || AQ43_DSL_03 || AQ43_DSL_04 || AQ43_DSL_05 || AQ43_DSL_06 || AQ43_DSL_07 || AQ43_DSL_08 || AQ43_DSL_09 || AQ43_DSL_10 || AQ43_DSL_11 || AQ43_DSL_12 || AQ43_DSL_13 || AQ43_DSL_14 || AQ43_DSL_13TXT || AQ43_DCM_01 || AQ43_DCM_02 || AQ43_DCM_03 || AQ43_DCM_04 || AQ43_DCM_05 || AQ43_DCM_06 || AQ43_DCM_07 || AQ43_DCM_08 || AQ43_DCM_09 || AQ43_DCM_10 || AQ43_DCM_11 || AQ43_DCM_12 || AQ43_DCM_13 || AQ43_DCM_14 || AQ43_DCM_13TXT || AQ43_5G_01 || AQ43_5G_02 || AQ43_5G_03 || AQ43_5G_04 || AQ43_5G_05 || AQ43_5G_06 || AQ43_5G_07 || AQ43_5G_08 || AQ43_5G_09 || AQ43_5G_10 || AQ43_5G_11 || AQ43_5G_12 || AQ43_5G_13 || AQ43_5G_14 || AQ43_5G_13TXT || AQ43_4G_01 || AQ43_4G_02 || AQ43_4G_03 || AQ43_4G_04 || AQ43_4G_05 || AQ43_4G_06 || AQ43_4G_07 || AQ43_4G_08 || AQ43_4G_09 || AQ43_4G_10 || AQ43_4G_11 || AQ43_4G_12 || AQ43_4G_13 || AQ43_4G_14 || AQ43_4G_13TXT || AQ43_GPRS_01 || AQ43_GPRS_02 || AQ43_GPRS_03 || AQ43_GPRS_04 || AQ43_GPRS_05 || AQ43_GPRS_06 || AQ43_GPRS_07 || AQ43_GPRS_08 || AQ43_GPRS_09 || AQ43_GPRS_10 || AQ43_GPRS_11 || AQ43_GPRS_12 || AQ43_GPRS_13 || AQ43_GPRS_14 || AQ43_GPRS_13TXT || AQ43_V2X_01 || AQ43_V2X_02 || AQ43_V2X_03 || AQ43_V2X_04 || AQ43_V2X_05 || AQ43_V2X_06 || AQ43_V2X_07 || AQ43_V2X_08 || AQ43_V2X_09 || AQ43_V2X_10 || AQ43_V2X_11 || AQ43_V2X_12 || AQ43_V2X_13 || AQ43_V2X_14 || AQ43_V2X_13TXT || AQ43_DSRC_01 || AQ43_DSRC_02 || AQ43_DSRC_03 || AQ43_DSRC_04 || AQ43_DSRC_05 || AQ43_DSRC_06 || AQ43_DSRC_07 || AQ43_DSRC_08 || AQ43_DSRC_09 || AQ43_DSRC_10 || AQ43_DSRC_11 || AQ43_DSRC_12 || AQ43_DSRC_13 || AQ43_DSRC_14 || AQ43_DSRC_13TXT || AQ43_WIFI_01 || AQ43_WIFI_02 || AQ43_WIFI_03 || AQ43_WIFI_04 || AQ43_WIFI_05 || AQ43_WIFI_06 || AQ43_WIFI_07 || AQ43_WIFI_08 || AQ43_WIFI_09 || AQ43_WIFI_10 || AQ43_WIFI_11 || AQ43_WIFI_12 || AQ43_WIFI_13 || AQ43_WIFI_14 || AQ43_WIFI_13TXT || AQ43_UWB_01 || AQ43_UWB_02 || AQ43_UWB_03 || AQ43_UWB_04 || AQ43_UWB_05 || AQ43_UWB_06 || AQ43_UWB_07 || AQ43_UWB_08 || AQ43_UWB_09 || AQ43_UWB_10 || AQ43_UWB_11 || AQ43_UWB_12 || AQ43_UWB_13 || AQ43_UWB_14 || AQ43_UWB_13TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Traveler Information and User Services,Low,traveler information
